GeoName,Education,Sex,Industry,Median Income
British Columbia,Master's degree,Both sexes,Arts and humanities,58019
British Columbia,Master's degree,Both sexes,Social and behavioural sciences,67199
British Columbia,Master's degree,Both sexes,Legal professions and studies,83672
British Columbia,Master's degree,Both sexes,Health care,80462
British Columbia,Master's degree,Both sexes,Education and teaching,86412
British Columbia,Master's degree,Both sexes,"Trades, services, natural resources and conservation",75840
British Columbia,Master's degree,Male,Science and science technology,78314
British Columbia,Master's degree,Male,Engineering and engineering technology,92375
British Columbia,Master's degree,Male,Mathematics and computer and information science,88111
British Columbia,Master's degree,Male,Business and administration,90739
British Columbia,Master's degree,Male,Arts and humanities,61863
British Columbia,Master's degree,Male,Social and behavioural sciences,74839
British Columbia,Master's degree,Male,Legal professions and studies,83727
British Columbia,Master's degree,Male,Health care,82995
British Columbia,Master's degree,Male,Education and teaching,87804
British Columbia,Master's degree,Male,"Trades, services, natural resources and conservation",80227
British Columbia,Master's degree,Female,Science and science technology,66462
British Columbia,Master's degree,Female,Engineering and engineering technology,77401
British Columbia,Master's degree,Female,Mathematics and computer and information science,74783
British Columbia,Master's degree,Female,Business and administration,77632
British Columbia,Master's degree,Female,Arts and humanities,53562
British Columbia,Master's degree,Female,Social and behavioural sciences,63274
British Columbia,Master's degree,Female,Legal professions and studies,83418
British Columbia,Master's degree,Female,Health care,79602
British Columbia,Master's degree,Female,Education and teaching,84402
British Columbia,Master's degree,Female,"Trades, services, natural resources and conservation",72119
British Columbia,Earned doctorate,Both sexes,Science and science technology,91135
British Columbia,Earned doctorate,Both sexes,Engineering and engineering technology,104326
British Columbia,Earned doctorate,Both sexes,Mathematics and computer and information science,101679
British Columbia,Earned doctorate,Both sexes,Business and administration,103820
British Columbia,Earned doctorate,Both sexes,Arts and humanities,90274
British Columbia,Earned doctorate,Both sexes,Social and behavioural sciences,95834
British Columbia,Earned doctorate,Both sexes,Legal professions and studies,96339
British Columbia,Earned doctorate,Both sexes,Health care,90315
British Columbia,Earned doctorate,Both sexes,Education and teaching,100039
British Columbia,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",93170
British Columbia,Earned doctorate,Male,Science and science technology,100596
British Columbia,Earned doctorate,Male,Engineering and engineering technology,108561
British Columbia,Earned doctorate,Male,Mathematics and computer and information science,106804
British Columbia,Earned doctorate,Male,Business and administration,106434
British Columbia,Earned doctorate,Male,Arts and humanities,89960
British Columbia,Earned doctorate,Male,Social and behavioural sciences,100435
British Columbia,Earned doctorate,Male,Legal professions and studies,94481
British Columbia,Earned doctorate,Male,Health care,85441
British Columbia,Earned doctorate,Male,Education and teaching,104947
British Columbia,Earned doctorate,Male,"Trades, services, natural resources and conservation",96819
British Columbia,Earned doctorate,Female,Science and science technology,76513
British Columbia,Earned doctorate,Female,Engineering and engineering technology,89462
British Columbia,Earned doctorate,Female,Mathematics and computer and information science,91267
British Columbia,Earned doctorate,Female,Business and administration,102115
British Columbia,Earned doctorate,Female,Arts and humanities,90621
British Columbia,Earned doctorate,Female,Social and behavioural sciences,91976
British Columbia,Earned doctorate,Female,Legal professions and studies,100595
British Columbia,Earned doctorate,Female,Health care,95409
British Columbia,Earned doctorate,Female,Education and teaching,95290
British Columbia,Earned doctorate,Female,"Trades, services, natural resources and conservation",92046
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Science and science technology,67271
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Engineering and engineering technology,80816
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Mathematics and computer and information science,75877
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Business and administration,66519
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Arts and humanities,57617
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Social and behavioural sciences,50258
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Legal professions and studies,62302
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Health care,61179
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,Education and teaching,50397
Yukon,"College, CEGEP or other non-university certificate or diploma",Both sexes,"Trades, services, natural resources and conservation",69377
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Science and science technology,69360
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Engineering and engineering technology,83135
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Mathematics and computer and information science,76594
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Business and administration,80590
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Arts and humanities,57772
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Social and behavioural sciences,47319
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Legal professions and studies,0
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Health care,56752
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,Education and teaching,0
Yukon,"College, CEGEP or other non-university certificate or diploma",Male,"Trades, services, natural resources and conservation",71780
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Science and science technology,59173
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Engineering and engineering technology,0
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Mathematics and computer and information science,54907
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Business and administration,66158
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Arts and humanities,51496
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Social and behavioural sciences,50308
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Legal professions and studies,62332
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Health care,62297
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,Education and teaching,50297
Yukon,"College, CEGEP or other non-university certificate or diploma",Female,"Trades, services, natural resources and conservation",57229
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Science and science technology,87201
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Engineering and engineering technology,95600
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Mathematics and computer and information science,88145
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Business and administration,90956
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Arts and humanities,65458
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Social and behavioural sciences,75831
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Legal professions and studies,114396
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Health care,85621
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,Education and teaching,86843
Yukon,"University certificate, diploma or degree at bachelor level or above",Both sexes,"Trades, services, natural resources and conservation",84718
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Science and science technology,87941
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Engineering and engineering technology,97784
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Mathematics and computer and information science,95546
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Business and administration,91087
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Arts and humanities,68352
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Social and behavioural sciences,78489
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Legal professions and studies,114369
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Health care,89244
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,Education and teaching,92746
Yukon,"University certificate, diploma or degree at bachelor level or above",Male,"Trades, services, natural resources and conservation",90732
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Science and science technology,86122
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Engineering and engineering technology,58550
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Mathematics and computer and information science,70584
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,90783
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,61303
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,71745
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,115738
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Health care,85085
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,85598
Yukon,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",80246
Yukon,Bachelor's degree,Both sexes,Science and science technology,84526
Yukon,Bachelor's degree,Both sexes,Engineering and engineering technology,95647
Yukon,Bachelor's degree,Both sexes,Mathematics and computer and information science,88312
Yukon,Bachelor's degree,Both sexes,Business and administration,77591
Yukon,Bachelor's degree,Both sexes,Arts and humanities,59157
Yukon,Bachelor's degree,Both sexes,Social and behavioural sciences,75035
Yukon,Bachelor's degree,Both sexes,Legal professions and studies,116933
Yukon,Bachelor's degree,Both sexes,Health care,84824
Yukon,Bachelor's degree,Both sexes,Education and teaching,85869
Yukon,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",77431
Yukon,Bachelor's degree,Male,Science and science technology,82422
Yukon,Bachelor's degree,Male,Engineering and engineering technology,97545
Yukon,Bachelor's degree,Male,Mathematics and computer and information science,0
Yukon,Bachelor's degree,Male,Business and administration,77775
Yukon,Bachelor's degree,Male,Arts and humanities,68840
Yukon,Bachelor's degree,Male,Social and behavioural sciences,77597
Yukon,Bachelor's degree,Male,Legal professions and studies,114623
Yukon,Bachelor's degree,Male,Health care,85080
Yukon,Bachelor's degree,Male,Education and teaching,89890
Yukon,Bachelor's degree,Male,"Trades, services, natural resources and conservation",84862
Yukon,Bachelor's degree,Female,Science and science technology,84797
Yukon,Bachelor's degree,Female,Engineering and engineering technology,89853
Yukon,Bachelor's degree,Female,Mathematics and computer and information science,70266
Yukon,Bachelor's degree,Female,Business and administration,73151
Yukon,Bachelor's degree,Female,Arts and humanities,52887
Yukon,Bachelor's degree,Female,Social and behavioural sciences,68702
Yukon,Bachelor's degree,Female,Legal professions and studies,0
Yukon,Bachelor's degree,Female,Health care,84726
Yukon,Bachelor's degree,Female,Education and teaching,82200
Yukon,Bachelor's degree,Female,"Trades, services, natural resources and conservation",73567
Yukon,Master's degree,Both sexes,Science and science technology,90741
Yukon,Master's degree,Both sexes,Engineering and engineering technology,0
Yukon,Master's degree,Both sexes,Mathematics and computer and information science,0
Yukon,Master's degree,Both sexes,Business and administration,110366
Yukon,Master's degree,Both sexes,Arts and humanities,68491
Yukon,Master's degree,Both sexes,Social and behavioural sciences,85299
Yukon,Master's degree,Both sexes,Legal professions and studies,0
Yukon,Master's degree,Both sexes,Health care,94526
Yukon,Master's degree,Both sexes,Education and teaching,100592
Yukon,Master's degree,Both sexes,"Trades, services, natural resources and conservation",86481
Yukon,Master's degree,Male,Science and science technology,87804
Yukon,Master's degree,Male,Engineering and engineering technology,0
Yukon,Master's degree,Male,Mathematics and computer and information science,0
Yukon,Master's degree,Male,Business and administration,107919
Yukon,Master's degree,Male,Arts and humanities,68082
Yukon,Master's degree,Male,Social and behavioural sciences,95331
Yukon,Master's degree,Male,Legal professions and studies,0
Yukon,Master's degree,Male,Health care,0
Yukon,Master's degree,Male,Education and teaching,105536
Yukon,Master's degree,Male,"Trades, services, natural resources and conservation",107464
Yukon,Master's degree,Female,Science and science technology,92014
Yukon,Master's degree,Female,Engineering and engineering technology,0
Yukon,Master's degree,Female,Mathematics and computer and information science,0
Yukon,Master's degree,Female,Business and administration,115618
Yukon,Master's degree,Female,Arts and humanities,70605
Yukon,Master's degree,Female,Social and behavioural sciences,80064
Yukon,Master's degree,Female,Legal professions and studies,0
Yukon,Master's degree,Female,Health care,94464
Yukon,Master's degree,Female,Education and teaching,98347
Yukon,Master's degree,Female,"Trades, services, natural resources and conservation",81169
Yukon,Earned doctorate,Both sexes,Science and science technology,96420
Yukon,Earned doctorate,Both sexes,Engineering and engineering technology,0
Yukon,Earned doctorate,Both sexes,Mathematics and computer and information science,0
Yukon,Earned doctorate,Both sexes,Business and administration,0
Yukon,Earned doctorate,Both sexes,Arts and humanities,0
Yukon,Earned doctorate,Both sexes,Social and behavioural sciences,0
Yukon,Earned doctorate,Both sexes,Legal professions and studies,0
Yukon,Earned doctorate,Both sexes,Health care,0
Yukon,Earned doctorate,Both sexes,Education and teaching,0
Yukon,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",0
Yukon,Earned doctorate,Male,Science and science technology,0
Yukon,Earned doctorate,Male,Engineering and engineering technology,0
Yukon,Earned doctorate,Male,Mathematics and computer and information science,0
Yukon,Earned doctorate,Male,Business and administration,0
Yukon,Earned doctorate,Male,Arts and humanities,0
Yukon,Earned doctorate,Male,Social and behavioural sciences,0
Yukon,Earned doctorate,Male,Legal professions and studies,0
Yukon,Earned doctorate,Male,Health care,0
Yukon,Earned doctorate,Male,Education and teaching,0
Yukon,Earned doctorate,Male,"Trades, services, natural resources and conservation",0
Yukon,Earned doctorate,Female,Science and science technology,0
Yukon,Earned doctorate,Female,Engineering and engineering technology,0
Yukon,Earned doctorate,Female,Mathematics and computer and information science,0
Yukon,Earned doctorate,Female,Business and administration,0
Yukon,Earned doctorate,Female,Arts and humanities,0
Yukon,Earned doctorate,Female,Social and behavioural sciences,0
Yukon,Earned doctorate,Female,Legal professions and studies,0
Yukon,Earned doctorate,Female,Health care,0
Yukon,Earned doctorate,Female,Education and teaching,0
Yukon,Earned doctorate,Female,"Trades, services, natural resources and conservation",0
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Science and science technology,88087
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Engineering and engineering technology,112039
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Mathematics and computer and information science,87933
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Business and administration,83731
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Arts and humanities,74140
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Social and behavioural sciences,66067
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Legal professions and studies,81229
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Health care,85387
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,Education and teaching,86887
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Both sexes,"Trades, services, natural resources and conservation",88914
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Science and science technology,88453
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Engineering and engineering technology,108361
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Mathematics and computer and information science,87827
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Business and administration,98690
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Arts and humanities,74180
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Social and behavioural sciences,93111
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Legal professions and studies,0
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Health care,105230
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,Education and teaching,66388
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Male,"Trades, services, natural resources and conservation",94568
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Science and science technology,50674
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Engineering and engineering technology,112525
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Mathematics and computer and information science,105618
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Business and administration,81586
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Arts and humanities,73561
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Social and behavioural sciences,63547
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Legal professions and studies,0
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Health care,79373
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,Education and teaching,87888
Northwest Territories,"College, CEGEP or other non-university certificate or diploma",Female,"Trades, services, natural resources and conservation",74227
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Science and science technology,116549
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Engineering and engineering technology,125562
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Mathematics and computer and information science,110289
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Business and administration,108390
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Arts and humanities,85739
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Social and behavioural sciences,101566
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Legal professions and studies,140761
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Health care,114522
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,Education and teaching,111678
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Both sexes,"Trades, services, natural resources and conservation",104671
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Science and science technology,120138
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Engineering and engineering technology,127817
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Mathematics and computer and information science,101253
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Business and administration,113036
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Arts and humanities,91195
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Social and behavioural sciences,103355
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Legal professions and studies,139914
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Health care,102092
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,Education and teaching,119633
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Male,"Trades, services, natural resources and conservation",104866
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Science and science technology,110035
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Engineering and engineering technology,79244
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Mathematics and computer and information science,110414
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,105707
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,79258
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,100764
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,141014
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Health care,114949
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,109275
Northwest Territories,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",104058
Northwest Territories,Bachelor's degree,Both sexes,Science and science technology,107381
Northwest Territories,Bachelor's degree,Both sexes,Engineering and engineering technology,124912
Northwest Territories,Bachelor's degree,Both sexes,Mathematics and computer and information science,101309
Northwest Territories,Bachelor's degree,Both sexes,Business and administration,103678
Northwest Territories,Bachelor's degree,Both sexes,Arts and humanities,79240
Northwest Territories,Bachelor's degree,Both sexes,Social and behavioural sciences,96904
Northwest Territories,Bachelor's degree,Both sexes,Legal professions and studies,143836
Northwest Territories,Bachelor's degree,Both sexes,Health care,114847
Northwest Territories,Bachelor's degree,Both sexes,Education and teaching,108794
Northwest Territories,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",100674
Northwest Territories,Bachelor's degree,Male,Science and science technology,118678
Northwest Territories,Bachelor's degree,Male,Engineering and engineering technology,139410
Northwest Territories,Bachelor's degree,Male,Mathematics and computer and information science,99603
Northwest Territories,Bachelor's degree,Male,Business and administration,101441
Northwest Territories,Bachelor's degree,Male,Arts and humanities,88111
Northwest Territories,Bachelor's degree,Male,Social and behavioural sciences,102980
Northwest Territories,Bachelor's degree,Male,Legal professions and studies,140047
Northwest Territories,Bachelor's degree,Male,Health care,91836
Northwest Territories,Bachelor's degree,Male,Education and teaching,115306
Northwest Territories,Bachelor's degree,Male,"Trades, services, natural resources and conservation",104480
Northwest Territories,Bachelor's degree,Female,Science and science technology,91945
Northwest Territories,Bachelor's degree,Female,Engineering and engineering technology,80590
Northwest Territories,Bachelor's degree,Female,Mathematics and computer and information science,110669
Northwest Territories,Bachelor's degree,Female,Business and administration,105673
Northwest Territories,Bachelor's degree,Female,Arts and humanities,77804
Northwest Territories,Bachelor's degree,Female,Social and behavioural sciences,93469
Northwest Territories,Bachelor's degree,Female,Legal professions and studies,161741
Northwest Territories,Bachelor's degree,Female,Health care,117805
Northwest Territories,Bachelor's degree,Female,Education and teaching,103113
Northwest Territories,Bachelor's degree,Female,"Trades, services, natural resources and conservation",98787
Northwest Territories,Master's degree,Both sexes,Science and science technology,121864
Northwest Territories,Master's degree,Both sexes,Engineering and engineering technology,127540
Northwest Territories,Master's degree,Both sexes,Mathematics and computer and information science,0
Northwest Territories,Master's degree,Both sexes,Business and administration,116494
Northwest Territories,Master's degree,Both sexes,Arts and humanities,93507
Northwest Territories,Master's degree,Both sexes,Social and behavioural sciences,117815
Northwest Territories,Master's degree,Both sexes,Legal professions and studies,125082
Northwest Territories,Master's degree,Both sexes,Health care,111378
Northwest Territories,Master's degree,Both sexes,Education and teaching,131009
Northwest Territories,Master's degree,Both sexes,"Trades, services, natural resources and conservation",112664
Northwest Territories,Master's degree,Male,Science and science technology,121959
Northwest Territories,Master's degree,Male,Engineering and engineering technology,127795
Northwest Territories,Master's degree,Male,Mathematics and computer and information science,0
Northwest Territories,Master's degree,Male,Business and administration,143013
Northwest Territories,Master's degree,Male,Arts and humanities,104029
Northwest Territories,Master's degree,Male,Social and behavioural sciences,124360
Northwest Territories,Master's degree,Male,Legal professions and studies,0
Northwest Territories,Master's degree,Male,Health care,0
Northwest Territories,Master's degree,Male,Education and teaching,132171
Northwest Territories,Master's degree,Male,"Trades, services, natural resources and conservation",105416
Northwest Territories,Master's degree,Female,Science and science technology,121516
Northwest Territories,Master's degree,Female,Engineering and engineering technology,0
Northwest Territories,Master's degree,Female,Mathematics and computer and information science,0
Northwest Territories,Master's degree,Female,Business and administration,97027
Northwest Territories,Master's degree,Female,Arts and humanities,79470
Northwest Territories,Master's degree,Female,Social and behavioural sciences,110772
Northwest Territories,Master's degree,Female,Legal professions and studies,0
Northwest Territories,Master's degree,Female,Health care,111011
Northwest Territories,Master's degree,Female,Education and teaching,129539
Northwest Territories,Master's degree,Female,"Trades, services, natural resources and conservation",114142
Northwest Territories,Earned doctorate,Both sexes,Science and science technology,122388
Northwest Territories,Earned doctorate,Both sexes,Engineering and engineering technology,0
Northwest Territories,Earned doctorate,Both sexes,Mathematics and computer and information science,0
Northwest Territories,Earned doctorate,Both sexes,Business and administration,0
Northwest Territories,Earned doctorate,Both sexes,Arts and humanities,0
Northwest Territories,Earned doctorate,Both sexes,Social and behavioural sciences,0
Northwest Territories,Earned doctorate,Both sexes,Legal professions and studies,0
Northwest Territories,Earned doctorate,Both sexes,Health care,0
Northwest Territories,Earned doctorate,Both sexes,Education and teaching,0
Northwest Territories,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",0
Northwest Territories,Earned doctorate,Male,Science and science technology,91457
Northwest Territories,Earned doctorate,Male,Engineering and engineering technology,0
Northwest Territories,Earned doctorate,Male,Mathematics and computer and information science,0
Northwest Territories,Earned doctorate,Male,Business and administration,0
Northwest Territories,Earned doctorate,Male,Arts and humanities,0
Northwest Territories,Earned doctorate,Male,Social and behavioural sciences,0
Northwest Territories,Earned doctorate,Male,Legal professions and studies,0
Northwest Territories,Earned doctorate,Male,Health care,0
Northwest Territories,Earned doctorate,Male,Education and teaching,0
Northwest Territories,Earned doctorate,Male,"Trades, services, natural resources and conservation",0
Northwest Territories,Earned doctorate,Female,Science and science technology,0
Northwest Territories,Earned doctorate,Female,Engineering and engineering technology,0
Northwest Territories,Earned doctorate,Female,Mathematics and computer and information science,0
Northwest Territories,Earned doctorate,Female,Business and administration,0
Northwest Territories,Earned doctorate,Female,Arts and humanities,0
Northwest Territories,Earned doctorate,Female,Social and behavioural sciences,0
Northwest Territories,Earned doctorate,Female,Legal professions and studies,0
Northwest Territories,Earned doctorate,Female,Health care,0
Northwest Territories,Earned doctorate,Female,Education and teaching,0
Northwest Territories,Earned doctorate,Female,"Trades, services, natural resources and conservation",0
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Science and science technology,102656
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Engineering and engineering technology,112384
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Mathematics and computer and information science,103168
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Business and administration,95573
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Arts and humanities,86528
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Social and behavioural sciences,88320
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Legal professions and studies,123136
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Health care,100096
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,Education and teaching,107904
Nunavut,"College, CEGEP or other non-university certificate or diploma",Both sexes,"Trades, services, natural resources and conservation",91008
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Science and science technology,104704
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Engineering and engineering technology,116224
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Mathematics and computer and information science,109568
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Business and administration,111616
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Arts and humanities,87168
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Social and behavioural sciences,89856
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Legal professions and studies,0
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Health care,110336
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,Education and teaching,109909
Nunavut,"College, CEGEP or other non-university certificate or diploma",Male,"Trades, services, natural resources and conservation",93440
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Science and science technology,100096
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Engineering and engineering technology,90880
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Mathematics and computer and information science,81408
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Business and administration,92672
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Arts and humanities,85760
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Social and behavioural sciences,87296
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Legal professions and studies,0
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Health care,99243
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,Education and teaching,105728
Nunavut,"College, CEGEP or other non-university certificate or diploma",Female,"Trades, services, natural resources and conservation",83712
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Science and science technology,122368
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Engineering and engineering technology,126848
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Mathematics and computer and information science,114688
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Business and administration,127360
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Arts and humanities,110080
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Social and behavioural sciences,117120
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Legal professions and studies,148992
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Health care,129792
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,Education and teaching,123093
Nunavut,"University certificate, diploma or degree at bachelor level or above",Both sexes,"Trades, services, natural resources and conservation",126805
