GeoName,Education,Sex,Industry,Median Income
Manitoba,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,53387
Manitoba,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,46283
Manitoba,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,53329
Manitoba,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,86035
Manitoba,"University certificate, diploma or degree at bachelor level or above",Female,Health care,81202
Manitoba,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,74300
Manitoba,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",63351
Manitoba,Bachelor's degree,Both sexes,Science and science technology,59578
Manitoba,Bachelor's degree,Both sexes,Engineering and engineering technology,69743
Manitoba,Bachelor's degree,Both sexes,Mathematics and computer and information science,68452
Manitoba,Bachelor's degree,Both sexes,Business and administration,57605
Manitoba,Bachelor's degree,Both sexes,Arts and humanities,48342
Manitoba,Bachelor's degree,Both sexes,Social and behavioural sciences,56464
Manitoba,Bachelor's degree,Both sexes,Legal professions and studies,109914
Manitoba,Bachelor's degree,Both sexes,Health care,81208
Manitoba,Bachelor's degree,Both sexes,Education and teaching,71953
Manitoba,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",61481
Manitoba,Bachelor's degree,Male,Science and science technology,65127
Manitoba,Bachelor's degree,Male,Engineering and engineering technology,72798
Manitoba,Bachelor's degree,Male,Mathematics and computer and information science,72620
Manitoba,Bachelor's degree,Male,Business and administration,66580
Manitoba,Bachelor's degree,Male,Arts and humanities,53187
Manitoba,Bachelor's degree,Male,Social and behavioural sciences,66141
Manitoba,Bachelor's degree,Male,Legal professions and studies,119817
Manitoba,Bachelor's degree,Male,Health care,83566
Manitoba,Bachelor's degree,Male,Education and teaching,78018
Manitoba,Bachelor's degree,Male,"Trades, services, natural resources and conservation",64203
Manitoba,Bachelor's degree,Female,Science and science technology,53535
Manitoba,Bachelor's degree,Female,Engineering and engineering technology,52481
Manitoba,Bachelor's degree,Female,Mathematics and computer and information science,56598
Manitoba,Bachelor's degree,Female,Business and administration,50761
Manitoba,Bachelor's degree,Female,Arts and humanities,43835
Manitoba,Bachelor's degree,Female,Social and behavioural sciences,51760
Manitoba,Bachelor's degree,Female,Legal professions and studies,97417
Manitoba,Bachelor's degree,Female,Health care,80816
Manitoba,Bachelor's degree,Female,Education and teaching,69478
Manitoba,Bachelor's degree,Female,"Trades, services, natural resources and conservation",60097
Manitoba,Master's degree,Both sexes,Science and science technology,72531
Manitoba,Master's degree,Both sexes,Engineering and engineering technology,90377
Manitoba,Master's degree,Both sexes,Mathematics and computer and information science,72897
Manitoba,Master's degree,Both sexes,Business and administration,82028
Manitoba,Master's degree,Both sexes,Arts and humanities,54651
Manitoba,Master's degree,Both sexes,Social and behavioural sciences,65690
Manitoba,Master's degree,Both sexes,Legal professions and studies,109429
Manitoba,Master's degree,Both sexes,Health care,84397
Manitoba,Master's degree,Both sexes,Education and teaching,88011
Manitoba,Master's degree,Both sexes,"Trades, services, natural resources and conservation",73442
Manitoba,Master's degree,Male,Science and science technology,74644
Manitoba,Master's degree,Male,Engineering and engineering technology,91809
Manitoba,Master's degree,Male,Mathematics and computer and information science,80925
Manitoba,Master's degree,Male,Business and administration,86735
Manitoba,Master's degree,Male,Arts and humanities,55687
Manitoba,Master's degree,Male,Social and behavioural sciences,71765
Manitoba,Master's degree,Male,Legal professions and studies,112973
Manitoba,Master's degree,Male,Health care,76689
Manitoba,Master's degree,Male,Education and teaching,95960
Manitoba,Master's degree,Male,"Trades, services, natural resources and conservation",78095
Manitoba,Master's degree,Female,Science and science technology,71382
Manitoba,Master's degree,Female,Engineering and engineering technology,87092
Manitoba,Master's degree,Female,Mathematics and computer and information science,52010
Manitoba,Master's degree,Female,Business and administration,75722
Manitoba,Master's degree,Female,Arts and humanities,52957
Manitoba,Master's degree,Female,Social and behavioural sciences,59860
Manitoba,Master's degree,Female,Legal professions and studies,96688
Manitoba,Master's degree,Female,Health care,86540
Manitoba,Master's degree,Female,Education and teaching,84688
Manitoba,Master's degree,Female,"Trades, services, natural resources and conservation",71848
Manitoba,Earned doctorate,Both sexes,Science and science technology,99415
Manitoba,Earned doctorate,Both sexes,Engineering and engineering technology,107004
Manitoba,Earned doctorate,Both sexes,Mathematics and computer and information science,95990
Manitoba,Earned doctorate,Both sexes,Business and administration,125691
Manitoba,Earned doctorate,Both sexes,Arts and humanities,92304
Manitoba,Earned doctorate,Both sexes,Social and behavioural sciences,101612
Manitoba,Earned doctorate,Both sexes,Legal professions and studies,80618
Manitoba,Earned doctorate,Both sexes,Health care,105630
Manitoba,Earned doctorate,Both sexes,Education and teaching,87123
Manitoba,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",69884
Manitoba,Earned doctorate,Male,Science and science technology,105253
Manitoba,Earned doctorate,Male,Engineering and engineering technology,108559
Manitoba,Earned doctorate,Male,Mathematics and computer and information science,106672
Manitoba,Earned doctorate,Male,Business and administration,105234
Manitoba,Earned doctorate,Male,Arts and humanities,88331
Manitoba,Earned doctorate,Male,Social and behavioural sciences,123018
Manitoba,Earned doctorate,Male,Legal professions and studies,90713
Manitoba,Earned doctorate,Male,Health care,105512
Manitoba,Earned doctorate,Male,Education and teaching,85262
Manitoba,Earned doctorate,Male,"Trades, services, natural resources and conservation",62277
Manitoba,Earned doctorate,Female,Science and science technology,85087
Manitoba,Earned doctorate,Female,Engineering and engineering technology,0
Manitoba,Earned doctorate,Female,Mathematics and computer and information science,0
Manitoba,Earned doctorate,Female,Business and administration,0
Manitoba,Earned doctorate,Female,Arts and humanities,102442
Manitoba,Earned doctorate,Female,Social and behavioural sciences,98038
Manitoba,Earned doctorate,Female,Legal professions and studies,0
Manitoba,Earned doctorate,Female,Health care,106604
Manitoba,Earned doctorate,Female,Education and teaching,87412
Manitoba,Earned doctorate,Female,"Trades, services, natural resources and conservation",92765
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Science and science technology,71303
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Engineering and engineering technology,79016
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Mathematics and computer and information science,64760
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Business and administration,53025
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Arts and humanities,44742
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Social and behavioural sciences,39646
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Legal professions and studies,52125
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Health care,51604
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,Education and teaching,36250
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Both sexes,"Trades, services, natural resources and conservation",60353
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Science and science technology,71776
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Engineering and engineering technology,81008
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Mathematics and computer and information science,69646
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Business and administration,68882
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Arts and humanities,51130
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Social and behavioural sciences,57533
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Legal professions and studies,61748
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Health care,72900
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,Education and teaching,47751
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Male,"Trades, services, natural resources and conservation",69110
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Science and science technology,70071
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Engineering and engineering technology,60494
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Mathematics and computer and information science,53819
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Business and administration,50721
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Arts and humanities,39458
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Social and behavioural sciences,38359
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Legal professions and studies,51986
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Health care,50344
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,Education and teaching,32608
Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Female,"Trades, services, natural resources and conservation",42805
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Science and science technology,73351
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Engineering and engineering technology,87021
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Mathematics and computer and information science,77245
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Business and administration,73682
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Arts and humanities,53649
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Social and behavioural sciences,65733
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Legal professions and studies,88859
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Health care,90739
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,Education and teaching,79686
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Both sexes,"Trades, services, natural resources and conservation",70627
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Science and science technology,79792
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Engineering and engineering technology,90330
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Mathematics and computer and information science,79101
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Business and administration,79396
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Arts and humanities,55334
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Social and behavioural sciences,75033
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Legal professions and studies,101720
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Health care,88172
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,Education and teaching,85552
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Male,"Trades, services, natural resources and conservation",75304
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Science and science technology,63817
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Engineering and engineering technology,72861
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Mathematics and computer and information science,71230
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,68711
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,51307
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,60326
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,82407
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Health care,91177
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,76527
Saskatchewan,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",67967
Saskatchewan,Bachelor's degree,Both sexes,Science and science technology,66152
Saskatchewan,Bachelor's degree,Both sexes,Engineering and engineering technology,86047
Saskatchewan,Bachelor's degree,Both sexes,Mathematics and computer and information science,75944
Saskatchewan,Bachelor's degree,Both sexes,Business and administration,70376
Saskatchewan,Bachelor's degree,Both sexes,Arts and humanities,51000
Saskatchewan,Bachelor's degree,Both sexes,Social and behavioural sciences,63163
Saskatchewan,Bachelor's degree,Both sexes,Legal professions and studies,86798
Saskatchewan,Bachelor's degree,Both sexes,Health care,91545
Saskatchewan,Bachelor's degree,Both sexes,Education and teaching,74820
Saskatchewan,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",69410
Saskatchewan,Bachelor's degree,Male,Science and science technology,74577
Saskatchewan,Bachelor's degree,Male,Engineering and engineering technology,89956
Saskatchewan,Bachelor's degree,Male,Mathematics and computer and information science,79211
Saskatchewan,Bachelor's degree,Male,Business and administration,75845
Saskatchewan,Bachelor's degree,Male,Arts and humanities,52718
Saskatchewan,Bachelor's degree,Male,Social and behavioural sciences,72273
Saskatchewan,Bachelor's degree,Male,Legal professions and studies,93636
Saskatchewan,Bachelor's degree,Male,Health care,89114
Saskatchewan,Bachelor's degree,Male,Education and teaching,80794
Saskatchewan,Bachelor's degree,Male,"Trades, services, natural resources and conservation",74081
Saskatchewan,Bachelor's degree,Female,Science and science technology,57678
Saskatchewan,Bachelor's degree,Female,Engineering and engineering technology,72809
Saskatchewan,Bachelor's degree,Female,Mathematics and computer and information science,68481
Saskatchewan,Bachelor's degree,Female,Business and administration,64730
Saskatchewan,Bachelor's degree,Female,Arts and humanities,49190
Saskatchewan,Bachelor's degree,Female,Social and behavioural sciences,57641
Saskatchewan,Bachelor's degree,Female,Legal professions and studies,76666
Saskatchewan,Bachelor's degree,Female,Health care,91908
Saskatchewan,Bachelor's degree,Female,Education and teaching,72451
Saskatchewan,Bachelor's degree,Female,"Trades, services, natural resources and conservation",67301
Saskatchewan,Master's degree,Both sexes,Science and science technology,77819
Saskatchewan,Master's degree,Both sexes,Engineering and engineering technology,90099
Saskatchewan,Master's degree,Both sexes,Mathematics and computer and information science,79195
Saskatchewan,Master's degree,Both sexes,Business and administration,91249
Saskatchewan,Master's degree,Both sexes,Arts and humanities,61415
Saskatchewan,Master's degree,Both sexes,Social and behavioural sciences,75304
Saskatchewan,Master's degree,Both sexes,Legal professions and studies,119173
Saskatchewan,Master's degree,Both sexes,Health care,89442
Saskatchewan,Master's degree,Both sexes,Education and teaching,95869
Saskatchewan,Master's degree,Both sexes,"Trades, services, natural resources and conservation",79623
Saskatchewan,Master's degree,Male,Science and science technology,85391
Saskatchewan,Master's degree,Male,Engineering and engineering technology,93738
Saskatchewan,Master's degree,Male,Mathematics and computer and information science,78734
Saskatchewan,Master's degree,Male,Business and administration,94151
Saskatchewan,Master's degree,Male,Arts and humanities,62012
Saskatchewan,Master's degree,Male,Social and behavioural sciences,79609
Saskatchewan,Master's degree,Male,Legal professions and studies,114502
Saskatchewan,Master's degree,Male,Health care,88169
Saskatchewan,Master's degree,Male,Education and teaching,101875
Saskatchewan,Master's degree,Male,"Trades, services, natural resources and conservation",90505
Saskatchewan,Master's degree,Female,Science and science technology,72149
Saskatchewan,Master's degree,Female,Engineering and engineering technology,68220
Saskatchewan,Master's degree,Female,Mathematics and computer and information science,82663
Saskatchewan,Master's degree,Female,Business and administration,89363
Saskatchewan,Master's degree,Female,Arts and humanities,59794
Saskatchewan,Master's degree,Female,Social and behavioural sciences,70457
Saskatchewan,Master's degree,Female,Legal professions and studies,134195
Saskatchewan,Master's degree,Female,Health care,90063
Saskatchewan,Master's degree,Female,Education and teaching,93330
Saskatchewan,Master's degree,Female,"Trades, services, natural resources and conservation",72306
Saskatchewan,Earned doctorate,Both sexes,Science and science technology,103589
Saskatchewan,Earned doctorate,Both sexes,Engineering and engineering technology,112731
Saskatchewan,Earned doctorate,Both sexes,Mathematics and computer and information science,117331
Saskatchewan,Earned doctorate,Both sexes,Business and administration,134096
Saskatchewan,Earned doctorate,Both sexes,Arts and humanities,85243
Saskatchewan,Earned doctorate,Both sexes,Social and behavioural sciences,121258
Saskatchewan,Earned doctorate,Both sexes,Legal professions and studies,0
Saskatchewan,Earned doctorate,Both sexes,Health care,123149
Saskatchewan,Earned doctorate,Both sexes,Education and teaching,117940
Saskatchewan,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",100227
Saskatchewan,Earned doctorate,Male,Science and science technology,109271
Saskatchewan,Earned doctorate,Male,Engineering and engineering technology,112709
Saskatchewan,Earned doctorate,Male,Mathematics and computer and information science,117656
Saskatchewan,Earned doctorate,Male,Business and administration,149416
Saskatchewan,Earned doctorate,Male,Arts and humanities,72125
Saskatchewan,Earned doctorate,Male,Social and behavioural sciences,123886
Saskatchewan,Earned doctorate,Male,Legal professions and studies,0
Saskatchewan,Earned doctorate,Male,Health care,116195
Saskatchewan,Earned doctorate,Male,Education and teaching,134820
Saskatchewan,Earned doctorate,Male,"Trades, services, natural resources and conservation",107716
Saskatchewan,Earned doctorate,Female,Science and science technology,93191
Saskatchewan,Earned doctorate,Female,Engineering and engineering technology,117316
Saskatchewan,Earned doctorate,Female,Mathematics and computer and information science,0
Saskatchewan,Earned doctorate,Female,Business and administration,131102
Saskatchewan,Earned doctorate,Female,Arts and humanities,90799
Saskatchewan,Earned doctorate,Female,Social and behavioural sciences,108706
Saskatchewan,Earned doctorate,Female,Legal professions and studies,0
Saskatchewan,Earned doctorate,Female,Health care,123185
Saskatchewan,Earned doctorate,Female,Education and teaching,93293
Saskatchewan,Earned doctorate,Female,"Trades, services, natural resources and conservation",99994
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Science and science technology,71551
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Engineering and engineering technology,89926
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Mathematics and computer and information science,70537
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Business and administration,59331
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Arts and humanities,52424
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Social and behavioural sciences,48004
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Legal professions and studies,57586
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Health care,55596
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,Education and teaching,42937
Alberta,"College, CEGEP or other non-university certificate or diploma",Both sexes,"Trades, services, natural resources and conservation",71092
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Science and science technology,83833
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Engineering and engineering technology,93605
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Mathematics and computer and information science,75081
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Business and administration,74224
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Arts and humanities,57459
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Social and behavioural sciences,66563
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Legal professions and studies,73035
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Health care,77152
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,Education and teaching,60219
Alberta,"College, CEGEP or other non-university certificate or diploma",Male,"Trades, services, natural resources and conservation",79465
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Science and science technology,62909
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Engineering and engineering technology,69756
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Mathematics and computer and information science,59673
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Business and administration,55433
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Arts and humanities,47973
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Social and behavioural sciences,44534
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Legal professions and studies,56525
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Health care,53595
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,Education and teaching,41081
Alberta,"College, CEGEP or other non-university certificate or diploma",Female,"Trades, services, natural resources and conservation",49122
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Science and science technology,79217
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Engineering and engineering technology,109367
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Mathematics and computer and information science,83896
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Business and administration,83102
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Arts and humanities,59832
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Social and behavioural sciences,71303
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Legal professions and studies,112019
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Health care,89471
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,Education and teaching,85843
Alberta,"University certificate, diploma or degree at bachelor level or above",Both sexes,"Trades, services, natural resources and conservation",78634
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Science and science technology,88653
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Engineering and engineering technology,114115
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Mathematics and computer and information science,88609
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Business and administration,94955
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Arts and humanities,65716
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Social and behavioural sciences,82224
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Legal professions and studies,127807
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Health care,95385
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,Education and teaching,93927
Alberta,"University certificate, diploma or degree at bachelor level or above",Male,"Trades, services, natural resources and conservation",83837
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Science and science technology,68385
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Engineering and engineering technology,92460
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Mathematics and computer and information science,70539
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,69199
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,55744
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,64400
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,94355
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Health care,88192
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,81272
Alberta,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",73950
Alberta,Bachelor's degree,Both sexes,Science and science technology,74941
Alberta,Bachelor's degree,Both sexes,Engineering and engineering technology,108865
Alberta,Bachelor's degree,Both sexes,Mathematics and computer and information science,82152
Alberta,Bachelor's degree,Both sexes,Business and administration,75602
Alberta,Bachelor's degree,Both sexes,Arts and humanities,57923
Alberta,Bachelor's degree,Both sexes,Social and behavioural sciences,68802
Alberta,Bachelor's degree,Both sexes,Legal professions and studies,111642
Alberta,Bachelor's degree,Both sexes,Health care,88966
Alberta,Bachelor's degree,Both sexes,Education and teaching,81091
Alberta,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",74085
Alberta,Bachelor's degree,Male,Science and science technology,85389
Alberta,Bachelor's degree,Male,Engineering and engineering technology,114179
Alberta,Bachelor's degree,Male,Mathematics and computer and information science,86903
Alberta,Bachelor's degree,Male,Business and administration,86981
Alberta,Bachelor's degree,Male,Arts and humanities,63453
Alberta,Bachelor's degree,Male,Social and behavioural sciences,80007
Alberta,Bachelor's degree,Male,Legal professions and studies,128878
Alberta,Bachelor's degree,Male,Health care,94386
Alberta,Bachelor's degree,Male,Education and teaching,90668
Alberta,Bachelor's degree,Male,"Trades, services, natural resources and conservation",82493
Alberta,Bachelor's degree,Female,Science and science technology,64913
Alberta,Bachelor's degree,Female,Engineering and engineering technology,90251
Alberta,Bachelor's degree,Female,Mathematics and computer and information science,65838
Alberta,Bachelor's degree,Female,Business and administration,64678
Alberta,Bachelor's degree,Female,Arts and humanities,54879
Alberta,Bachelor's degree,Female,Social and behavioural sciences,61711
Alberta,Bachelor's degree,Female,Legal professions and studies,91475
Alberta,Bachelor's degree,Female,Health care,88069
Alberta,Bachelor's degree,Female,Education and teaching,76980
Alberta,Bachelor's degree,Female,"Trades, services, natural resources and conservation",67760
Alberta,Master's degree,Both sexes,Science and science technology,82678
Alberta,Master's degree,Both sexes,Engineering and engineering technology,112512
Alberta,Master's degree,Both sexes,Mathematics and computer and information science,87138
Alberta,Master's degree,Both sexes,Business and administration,111279
Alberta,Master's degree,Both sexes,Arts and humanities,63535
Alberta,Master's degree,Both sexes,Social and behavioural sciences,80268
Alberta,Master's degree,Both sexes,Legal professions and studies,113154
Alberta,Master's degree,Both sexes,Health care,94148
Alberta,Master's degree,Both sexes,Education and teaching,100971
Alberta,Master's degree,Both sexes,"Trades, services, natural resources and conservation",88650
Alberta,Master's degree,Male,Science and science technology,89199
Alberta,Master's degree,Male,Engineering and engineering technology,116310
Alberta,Master's degree,Male,Mathematics and computer and information science,89969
Alberta,Master's degree,Male,Business and administration,120267
Alberta,Master's degree,Male,Arts and humanities,67153
Alberta,Master's degree,Male,Social and behavioural sciences,92014
Alberta,Master's degree,Male,Legal professions and studies,138999
Alberta,Master's degree,Male,Health care,94199
Alberta,Master's degree,Male,Education and teaching,107088
Alberta,Master's degree,Male,"Trades, services, natural resources and conservation",95505
Alberta,Master's degree,Female,Science and science technology,72872
Alberta,Master's degree,Female,Engineering and engineering technology,97517
Alberta,Master's degree,Female,Mathematics and computer and information science,82569
Alberta,Master's degree,Female,Business and administration,94582
Alberta,Master's degree,Female,Arts and humanities,58306
Alberta,Master's degree,Female,Social and behavioural sciences,74788
Alberta,Master's degree,Female,Legal professions and studies,99811
Alberta,Master's degree,Female,Health care,94124
Alberta,Master's degree,Female,Education and teaching,97978
Alberta,Master's degree,Female,"Trades, services, natural resources and conservation",86514
Alberta,Earned doctorate,Both sexes,Science and science technology,100065
Alberta,Earned doctorate,Both sexes,Engineering and engineering technology,114980
Alberta,Earned doctorate,Both sexes,Mathematics and computer and information science,119083
Alberta,Earned doctorate,Both sexes,Business and administration,140737
Alberta,Earned doctorate,Both sexes,Arts and humanities,93031
Alberta,Earned doctorate,Both sexes,Social and behavioural sciences,110043
Alberta,Earned doctorate,Both sexes,Legal professions and studies,127673
Alberta,Earned doctorate,Both sexes,Health care,102132
Alberta,Earned doctorate,Both sexes,Education and teaching,111920
Alberta,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",110258
Alberta,Earned doctorate,Male,Science and science technology,104401
Alberta,Earned doctorate,Male,Engineering and engineering technology,122447
Alberta,Earned doctorate,Male,Mathematics and computer and information science,122899
Alberta,Earned doctorate,Male,Business and administration,145005
Alberta,Earned doctorate,Male,Arts and humanities,92212
Alberta,Earned doctorate,Male,Social and behavioural sciences,117469
Alberta,Earned doctorate,Male,Legal professions and studies,127625
Alberta,Earned doctorate,Male,Health care,93319
Alberta,Earned doctorate,Male,Education and teaching,115784
Alberta,Earned doctorate,Male,"Trades, services, natural resources and conservation",113473
Alberta,Earned doctorate,Female,Science and science technology,91292
Alberta,Earned doctorate,Female,Engineering and engineering technology,100309
Alberta,Earned doctorate,Female,Mathematics and computer and information science,90975
Alberta,Earned doctorate,Female,Business and administration,132087
Alberta,Earned doctorate,Female,Arts and humanities,95398
Alberta,Earned doctorate,Female,Social and behavioural sciences,105380
Alberta,Earned doctorate,Female,Legal professions and studies,131158
Alberta,Earned doctorate,Female,Health care,106527
Alberta,Earned doctorate,Female,Education and teaching,109549
Alberta,Earned doctorate,Female,"Trades, services, natural resources and conservation",106356
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Science and science technology,59313
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Engineering and engineering technology,73419
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Mathematics and computer and information science,60145
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Business and administration,52438
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Arts and humanities,44463
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Social and behavioural sciences,42546
British Columbia,"College, CEGEP or other non-university certificate or diploma",Both sexes,Legal professions and studies,50588
