"Geographic code","Geographic name","Global non-response rate","Data quality flag","Age","Sex","Education","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (2016 counts)","STEM fields of study - Science and science technology (2016 counts)","STEM fields of study - Engineering and engineering technology (2016 counts)","STEM fields of study - Mathematics and computer and information science (2016 counts)","BHASE (non-STEM) fields of study - Business and administration (2016 counts)","BHASE (non-STEM) fields of study - Arts and humanities (2016 counts)","BHASE (non-STEM) fields of study - Social and behavioural sciences (2016 counts)","BHASE (non-STEM) fields of study - Legal professions and studies (2016 counts)","BHASE (non-STEM) fields of study - Health care (2016 counts)","BHASE (non-STEM) fields of study - Education and teaching (2016 counts)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (2016 counts)","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (% distribution 2016)","STEM fields of study - Science and science technology (% distribution 2016)","STEM fields of study - Engineering and engineering technology (% distribution 2016)","STEM fields of study - Mathematics and computer and information science (% distribution 2016)","BHASE (non-STEM) fields of study - Business and administration (% distribution 2016)","BHASE (non-STEM) fields of study - Arts and humanities (% distribution 2016)","BHASE (non-STEM) fields of study - Social and behavioural sciences (% distribution 2016)","BHASE (non-STEM) fields of study - Legal professions and studies (% distribution 2016)","BHASE (non-STEM) fields of study - Health care (% distribution 2016)","BHASE (non-STEM) fields of study - Education and teaching (% distribution 2016)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (% distribution 2016)"
"12","Nova Scotia","5.5","00000","55 to 64","Both sexes","Earned doctorate","1240","425","95","60","65","225","165","10","75","85","30","100","34.3","7.7","4.8","5.2","18.1","13.3","0.8","6","6.9","2.4"
"12","Nova Scotia","5.5","00000","55 to 64","Male","College, CEGEP or other non-university certificate or diploma","13135","235","3050","560","1445","465","180","35","570","140","6465","100","1.8","23.2","4.3","11","3.5","1.4","0.3","4.3","1.1","49.2"
"12","Nova Scotia","5.5","00000","55 to 64","Male","University certificate, diploma or degree at bachelor level or above","12250","1580","1325","505","2840","1300","1220","445","890","1455","695","100","12.9","10.8","4.1","23.2","10.6","10","3.6","7.3","11.9","5.7"
"12","Nova Scotia","5.5","00000","55 to 64","Male","Bachelor's degree","7390","925","820","325","1940","880","900","295","175","695","435","100","12.5","11.1","4.4","26.3","11.9","12.2","4","2.4","9.4","5.9"
"12","Nova Scotia","5.5","00000","55 to 64","Male","Master's degree","2840","325","280","110","650","275","225","65","95","620","195","100","11.4","9.9","3.9","22.9","9.7","7.9","2.3","3.3","21.8","6.9"
"12","Nova Scotia","5.5","00000","55 to 64","Male","Earned doctorate","725","285","90","45","50","120","60","10","25","25","10","100","39.3","12.4","6.2","6.9","16.6","8.3","1.4","3.4","3.4","1.4"
"12","Nova Scotia","5.5","00000","55 to 64","Female","College, CEGEP or other non-university certificate or diploma","20630","510","200","610","8790","465","880","410","6400","880","1475","100","2.5","1","3","42.6","2.3","4.3","2","31","4.3","7.1"
"12","Nova Scotia","5.5","00000","55 to 64","Female","University certificate, diploma or degree at bachelor level or above","14610","1055","90","240","1900","2155","2095","200","2280","3655","950","100","7.2","0.6","1.6","13","14.8","14.3","1.4","15.6","25","6.5"
"12","Nova Scotia","5.5","00000","55 to 64","Female","Bachelor's degree","9295","720","45","170","1275","1635","1610","120","1380","1860","490","100","7.7","0.5","1.8","13.7","17.6","17.3","1.3","14.8","20","5.3"
"12","Nova Scotia","5.5","00000","55 to 64","Female","Master's degree","3630","160","35","45","480","355","320","55","405","1395","385","100","4.4","1","1.2","13.2","9.8","8.8","1.5","11.2","38.4","10.6"
"12","Nova Scotia","5.5","00000","55 to 64","Female","Earned doctorate","515","140","0","10","15","105","105","10","50","55","20","100","27.2","0","1.9","2.9","20.4","20.4","1.9","9.7","10.7","3.9"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Both sexes","College, CEGEP or other non-university certificate or diploma","135065","1980","11095","6870","37565","4720","5775","1755","25180","2860","37265","100","1.5","8.2","5.1","27.8","3.5","4.3","1.3","18.6","2.1","27.6"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Both sexes","University certificate, diploma or degree at bachelor level or above","103630","8715","7095","3230","17835","11875","12540","2070","13595","20765","5910","100","8.4","6.8","3.1","17.2","11.5","12.1","2","13.1","20","5.7"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Both sexes","Bachelor's degree","73330","6195","5415","2325","13175","9230","10095","1240","8590","12955","4115","100","8.4","7.4","3.2","18","12.6","13.8","1.7","11.7","17.7","5.6"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Both sexes","Master's degree","17750","1320","1110","575","3250","1685","1625","255","1420","5120","1390","100","7.4","6.3","3.2","18.3","9.5","9.2","1.4","8","28.8","7.8"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Both sexes","Earned doctorate","3060","915","260","170","85","600","510","40","150","235","105","100","29.9","8.5","5.6","2.8","19.6","16.7","1.3","4.9","7.7","3.4"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Male","College, CEGEP or other non-university certificate or diploma","56055","790","9765","4670","6900","2040","740","110","2415","385","28235","100","1.4","17.4","8.3","12.3","3.6","1.3","0.2","4.3","0.7","50.4"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Male","University certificate, diploma or degree at bachelor level or above","44685","4345","6170","2290","10155","4950","4420","1195","2745","5920","2490","100","9.7","13.8","5.1","22.7","11.1","9.9","2.7","6.1","13.2","5.6"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Male","Bachelor's degree","30165","2805","4770","1680","7400","3600","3460","685","770","3250","1745","100","9.3","15.8","5.6","24.5","11.9","11.5","2.3","2.6","10.8","5.8"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Male","Master's degree","8170","745","900","405","1960","825","535","145","230","1850","570","100","9.1","11","5","24","10.1","6.5","1.8","2.8","22.6","7"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Male","Earned doctorate","1960","655","235","115","65","375","290","15","55","80","75","100","33.4","12","5.9","3.3","19.1","14.8","0.8","2.8","4.1","3.8"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Female","College, CEGEP or other non-university certificate or diploma","79005","1190","1325","2195","30665","2680","5035","1635","22765","2475","9025","100","1.5","1.7","2.8","38.8","3.4","6.4","2.1","28.8","3.1","11.4"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Female","University certificate, diploma or degree at bachelor level or above","58950","4370","915","945","7675","6920","8125","880","10845","14840","3420","100","7.4","1.6","1.6","13","11.7","13.8","1.5","18.4","25.2","5.8"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Female","Bachelor's degree","43165","3385","650","645","5775","5625","6630","560","7820","9705","2370","100","7.8","1.5","1.5","13.4","13","15.4","1.3","18.1","22.5","5.5"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Female","Master's degree","9580","570","210","170","1285","865","1095","105","1200","3265","815","100","5.9","2.2","1.8","13.4","9","11.4","1.1","12.5","34.1","8.5"
"13","New Brunswick","4.9","00000","All ages, 15-plus","Female","Earned doctorate","1110","260","30","55","20","225","220","20","95","155","35","100","23.4","2.7","5","1.8","20.3","19.8","1.8","8.6","14","3.2"
"13","New Brunswick","4.9","00000","25 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","104595","1560","9185","6090","28815","3645","4655","1570","19140","1190","28745","100","1.5","8.8","5.8","27.5","3.5","4.5","1.5","18.3","1.1","27.5"
"13","New Brunswick","4.9","00000","25 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","80825","6525","5575","2800","15305","8525","9930","1610","11470","14350","4730","100","8.1","6.9","3.5","18.9","10.5","12.3","2","14.2","17.8","5.9"
"13","New Brunswick","4.9","00000","25 to 64","Both sexes","Bachelor's degree","57560","4525","4255","2005","11240","6760","8030","980","7365","9025","3365","100","7.9","7.4","3.5","19.5","11.7","14","1.7","12.8","15.7","5.8"
"13","New Brunswick","4.9","00000","25 to 64","Both sexes","Master's degree","13725","1100","915","490","2855","1165","1295","185","1250","3410","1065","100","8","6.7","3.6","20.8","8.5","9.4","1.3","9.1","24.8","7.8"
"13","New Brunswick","4.9","00000","25 to 64","Both sexes","Earned doctorate","2185","705","180","140","60","375","360","35","110","130","80","100","32.3","8.2","6.4","2.7","17.2","16.5","1.6","5","5.9","3.7"
"13","New Brunswick","4.9","00000","25 to 64","Male","College, CEGEP or other non-university certificate or diploma","43695","610","7990","4125","5010","1580","640","100","1970","175","21495","100","1.4","18.3","9.4","11.5","3.6","1.5","0.2","4.5","0.4","49.2"
"13","New Brunswick","4.9","00000","25 to 64","Male","University certificate, diploma or degree at bachelor level or above","33195","3135","4725","1985","8445","3320","3280","825","2115","3455","1905","100","9.4","14.2","6","25.4","10","9.9","2.5","6.4","10.4","5.7"
"13","New Brunswick","4.9","00000","25 to 64","Male","Bachelor's degree","23110","1995","3675","1445","6150","2540","2665","475","685","2125","1360","100","8.6","15.9","6.3","26.6","11","11.5","2.1","3","9.2","5.9"
"13","New Brunswick","4.9","00000","25 to 64","Male","Master's degree","5770","580","710","360","1660","510","355","90","205","880","420","100","10.1","12.3","6.2","28.8","8.8","6.2","1.6","3.6","15.3","7.3"
"13","New Brunswick","4.9","00000","25 to 64","Male","Earned doctorate","1280","475","155","90","45","210","165","15","50","20","60","100","37.1","12.1","7","3.5","16.4","12.9","1.2","3.9","1.6","4.7"
"13","New Brunswick","4.9","00000","25 to 64","Female","College, CEGEP or other non-university certificate or diploma","60895","945","1190","1965","23805","2065","4015","1470","17170","1015","7255","100","1.6","2","3.2","39.1","3.4","6.6","2.4","28.2","1.7","11.9"
"13","New Brunswick","4.9","00000","25 to 64","Female","University certificate, diploma or degree at bachelor level or above","47625","3395","845","815","6860","5200","6650","785","9360","10895","2825","100","7.1","1.8","1.7","14.4","10.9","14","1.6","19.7","22.9","5.9"
"13","New Brunswick","4.9","00000","25 to 64","Female","Bachelor's degree","34450","2530","580","560","5090","4220","5365","505","6690","6905","2005","100","7.3","1.7","1.6","14.8","12.2","15.6","1.5","19.4","20","5.8"
"13","New Brunswick","4.9","00000","25 to 64","Female","Master's degree","7955","525","210","135","1190","655","935","90","1050","2530","645","100","6.6","2.6","1.7","15","8.2","11.8","1.1","13.2","31.8","8.1"
"13","New Brunswick","4.9","00000","25 to 64","Female","Earned doctorate","905","235","30","50","15","170","195","20","60","115","20","100","26","3.3","5.5","1.7","18.8","21.5","2.2","6.6","12.7","2.2"
"13","New Brunswick","4.9","00000","25 to 34","Both sexes","College, CEGEP or other non-university certificate or diploma","22800","305","1585","1445","4275","975","1495","370","4880","130","7340","100","1.3","7","6.3","18.8","4.3","6.6","1.6","21.4","0.6","32.2"
"13","New Brunswick","4.9","00000","25 to 34","Both sexes","University certificate, diploma or degree at bachelor level or above","21600","2070","1550","680","3855","2250","3120","385","3380","3195","1125","100","9.6","7.2","3.1","17.8","10.4","14.4","1.8","15.6","14.8","5.2"
"13","New Brunswick","4.9","00000","25 to 34","Both sexes","Bachelor's degree","16665","1625","1220","460","3055","1940","2640","200","2345","2415","765","100","9.8","7.3","2.8","18.3","11.6","15.8","1.2","14.1","14.5","4.6"
"13","New Brunswick","4.9","00000","25 to 34","Both sexes","Master's degree","3245","345","280","180","580","275","355","50","440","475","265","100","10.6","8.6","5.5","17.9","8.5","10.9","1.5","13.6","14.6","8.2"
"13","New Brunswick","4.9","00000","25 to 34","Both sexes","Earned doctorate","205","55","10","25","0","20","55","10","20","15","0","100","26.8","4.9","12.2","0","9.8","26.8","4.9","9.8","7.3","0"
"13","New Brunswick","4.9","00000","25 to 34","Male","College, CEGEP or other non-university certificate or diploma","9955","100","1405","1205","965","405","145","40","405","25","5260","100","1","14.1","12.1","9.7","4.1","1.5","0.4","4.1","0.3","52.8"
"13","New Brunswick","4.9","00000","25 to 34","Male","University certificate, diploma or degree at bachelor level or above","7955","805","1305","510","2020","790","920","165","460","630","355","100","10.1","16.4","6.4","25.4","9.9","11.6","2.1","5.8","7.9","4.5"
"13","New Brunswick","4.9","00000","25 to 34","Male","Bachelor's degree","6120","620","1060","350","1595","675","800","75","200","480","260","100","10.1","17.3","5.7","26.1","11","13.1","1.2","3.3","7.8","4.2"
"13","New Brunswick","4.9","00000","25 to 34","Male","Master's degree","1255","150","210","135","320","105","85","20","75","80","75","100","12","16.7","10.8","25.5","8.4","6.8","1.6","6","6.4","6"
"13","New Brunswick","4.9","00000","25 to 34","Male","Earned doctorate","75","25","10","10","0","10","10","0","10","0","10","100","33.3","13.3","13.3","0","13.3","13.3","0","13.3","0","13.3"
"13","New Brunswick","4.9","00000","25 to 34","Female","College, CEGEP or other non-university certificate or diploma","12845","200","180","240","3315","570","1350","330","4470","100","2080","100","1.6","1.4","1.9","25.8","4.4","10.5","2.6","34.8","0.8","16.2"
"13","New Brunswick","4.9","00000","25 to 34","Female","University certificate, diploma or degree at bachelor level or above","13645","1265","245","165","1840","1465","2200","215","2920","2565","770","100","9.3","1.8","1.2","13.5","10.7","16.1","1.6","21.4","18.8","5.6"
"13","New Brunswick","4.9","00000","25 to 34","Female","Bachelor's degree","10545","1005","165","105","1460","1260","1845","125","2140","1925","505","100","9.5","1.6","1","13.8","11.9","17.5","1.2","20.3","18.3","4.8"
"13","New Brunswick","4.9","00000","25 to 34","Female","Master's degree","1995","195","70","45","265","170","265","35","370","395","190","100","9.8","3.5","2.3","13.3","8.5","13.3","1.8","18.5","19.8","9.5"
"13","New Brunswick","4.9","00000","25 to 34","Female","Earned doctorate","130","30","10","15","0","10","45","10","10","10","0","100","23.1","7.7","11.5","0","7.7","34.6","7.7","7.7","7.7","0"
"13","New Brunswick","4.9","00000","35 to 44","Both sexes","College, CEGEP or other non-university certificate or diploma","28640","360","2695","2555","7905","1155","1430","535","4605","335","7065","100","1.3","9.4","8.9","27.6","4","5","1.9","16.1","1.2","24.7"
"13","New Brunswick","4.9","00000","35 to 44","Both sexes","University certificate, diploma or degree at bachelor level or above","22775","1855","1425","1010","4580","2190","2915","385","3170","3925","1310","100","8.1","6.3","4.4","20.1","9.6","12.8","1.7","13.9","17.2","5.8"
"13","New Brunswick","4.9","00000","35 to 44","Both sexes","Bachelor's degree","16270","1290","1095","755","3300","1760","2405","280","2060","2390","940","100","7.9","6.7","4.6","20.3","10.8","14.8","1.7","12.7","14.7","5.8"
"13","New Brunswick","4.9","00000","35 to 44","Both sexes","Master's degree","3650","280","210","130","875","285","325","55","255","920","320","100","7.7","5.8","3.6","24","7.8","8.9","1.5","7","25.2","8.8"
"13","New Brunswick","4.9","00000","35 to 44","Both sexes","Earned doctorate","610","235","70","40","15","90","95","0","30","20","20","100","38.5","11.5","6.6","2.5","14.8","15.6","0","4.9","3.3","3.3"
"13","New Brunswick","4.9","00000","35 to 44","Male","College, CEGEP or other non-university certificate or diploma","12335","185","2270","1815","1550","490","200","30","550","20","5230","100","1.5","18.4","14.7","12.6","4","1.6","0.2","4.5","0.2","42.4"
"13","New Brunswick","4.9","00000","35 to 44","Male","University certificate, diploma or degree at bachelor level or above","8780","770","1120","720","2360","830","875","130","570","915","495","100","8.8","12.8","8.2","26.9","9.5","10","1.5","6.5","10.4","5.6"
"13","New Brunswick","4.9","00000","35 to 44","Male","Bachelor's degree","6145","465","870","555","1675","655","710","95","205","575","345","100","7.6","14.2","9","27.3","10.7","11.6","1.5","3.3","9.4","5.6"
"13","New Brunswick","4.9","00000","35 to 44","Male","Master's degree","1450","140","135","100","485","120","75","15","50","215","125","100","9.7","9.3","6.9","33.4","8.3","5.2","1","3.4","14.8","8.6"
"13","New Brunswick","4.9","00000","35 to 44","Male","Earned doctorate","380","150","65","25","15","45","50","0","20","0","10","100","39.5","17.1","6.6","3.9","11.8","13.2","0","5.3","0","2.6"
"13","New Brunswick","4.9","00000","35 to 44","Female","College, CEGEP or other non-university certificate or diploma","16310","175","430","740","6360","665","1230","505","4055","315","1835","100","1.1","2.6","4.5","39","4.1","7.5","3.1","24.9","1.9","11.3"
"13","New Brunswick","4.9","00000","35 to 44","Female","University certificate, diploma or degree at bachelor level or above","13995","1090","315","290","2220","1365","2040","255","2600","3005","825","100","7.8","2.3","2.1","15.9","9.8","14.6","1.8","18.6","21.5","5.9"
"13","New Brunswick","4.9","00000","35 to 44","Female","Bachelor's degree","10125","830","225","200","1625","1105","1690","180","1860","1810","590","100","8.2","2.2","2","16","10.9","16.7","1.8","18.4","17.9","5.8"
"13","New Brunswick","4.9","00000","35 to 44","Female","Master's degree","2205","145","75","30","390","170","255","40","215","700","200","100","6.6","3.4","1.4","17.7","7.7","11.6","1.8","9.8","31.7","9.1"
"13","New Brunswick","4.9","00000","35 to 44","Female","Earned doctorate","235","85","0","20","0","45","45","0","10","15","10","100","36.2","0","8.5","0","19.1","19.1","0","4.3","6.4","4.3"
"13","New Brunswick","4.9","00000","45 to 54","Both sexes","College, CEGEP or other non-university certificate or diploma","28705","435","2725","1415","8925","785","1125","420","4875","340","7650","100","1.5","9.5","4.9","31.1","2.7","3.9","1.5","17","1.2","26.7"
"13","New Brunswick","4.9","00000","45 to 54","Both sexes","University certificate, diploma or degree at bachelor level or above","20505","1470","1555","780","4090","2120","2405","405","2800","3645","1235","100","7.2","7.6","3.8","19.9","10.3","11.7","2","13.7","17.8","6"
"13","New Brunswick","4.9","00000","45 to 54","Both sexes","Bachelor's degree","14125","890","1180","560","2910","1685","1865","290","1690","2145","915","100","6.3","8.4","4","20.6","11.9","13.2","2.1","12","15.2","6.5"
"13","New Brunswick","4.9","00000","45 to 54","Both sexes","Master's degree","3585","275","230","125","850","265","360","20","310","895","255","100","7.7","6.4","3.5","23.7","7.4","10","0.6","8.6","25","7.1"
"13","New Brunswick","4.9","00000","45 to 54","Both sexes","Earned doctorate","760","245","80","45","25","120","115","0","40","55","20","100","32.2","10.5","5.9","3.3","15.8","15.1","0","5.3","7.2","2.6"
"13","New Brunswick","4.9","00000","45 to 54","Male","College, CEGEP or other non-university certificate or diploma","11600","190","2335","780","1370","350","175","25","590","55","5730","100","1.6","20.1","6.7","11.8","3","1.5","0.2","5.1","0.5","49.4"
"13","New Brunswick","4.9","00000","45 to 54","Male","University certificate, diploma or degree at bachelor level or above","8885","835","1320","555","2215","840","855","215","610","865","575","100","9.4","14.9","6.2","24.9","9.5","9.6","2.4","6.9","9.7","6.5"
"13","New Brunswick","4.9","00000","45 to 54","Male","Bachelor's degree","6035","485","1025","415","1540","635","695","150","185","490","420","100","8","17","6.9","25.5","10.5","11.5","2.5","3.1","8.1","7"
"13","New Brunswick","4.9","00000","45 to 54","Male","Master's degree","1565","145","180","95","530","125","95","10","50","220","125","100","9.3","11.5","6.1","33.9","8","6.1","0.6","3.2","14.1","8"
