"Geographic code","Geographic name","Global non-response rate","Data quality flag","Age","Sex","Education","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (2016 counts)","STEM fields of study - Science and science technology (2016 counts)","STEM fields of study - Engineering and engineering technology (2016 counts)","STEM fields of study - Mathematics and computer and information science (2016 counts)","BHASE (non-STEM) fields of study - Business and administration (2016 counts)","BHASE (non-STEM) fields of study - Arts and humanities (2016 counts)","BHASE (non-STEM) fields of study - Social and behavioural sciences (2016 counts)","BHASE (non-STEM) fields of study - Legal professions and studies (2016 counts)","BHASE (non-STEM) fields of study - Health care (2016 counts)","BHASE (non-STEM) fields of study - Education and teaching (2016 counts)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (2016 counts)","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (% distribution 2016)","STEM fields of study - Science and science technology (% distribution 2016)","STEM fields of study - Engineering and engineering technology (% distribution 2016)","STEM fields of study - Mathematics and computer and information science (% distribution 2016)","BHASE (non-STEM) fields of study - Business and administration (% distribution 2016)","BHASE (non-STEM) fields of study - Arts and humanities (% distribution 2016)","BHASE (non-STEM) fields of study - Social and behavioural sciences (% distribution 2016)","BHASE (non-STEM) fields of study - Legal professions and studies (% distribution 2016)","BHASE (non-STEM) fields of study - Health care (% distribution 2016)","BHASE (non-STEM) fields of study - Education and teaching (% distribution 2016)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (% distribution 2016)"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Both sexes","College, CEGEP or other non-university certificate or diploma","21265","250","2395","1920","5845","580","1025","335","3055","55","5810","100","1.2","11.3","9","27.5","2.7","4.8","1.6","14.4","0.3","27.3"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Both sexes","University certificate, diploma or degree at bachelor level or above","15005","1545","1320","460","2335","1505","1975","255","2220","2305","1080","100","10.3","8.8","3.1","15.6","10","13.2","1.7","14.8","15.4","7.2"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Both sexes","Bachelor's degree","9670","900","945","305","1620","1125","1495","140","1330","1120","695","100","9.3","9.8","3.2","16.8","11.6","15.5","1.4","13.8","11.6","7.2"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Both sexes","Master's degree","3540","375","250","105","535","245","325","45","290","1075","295","100","10.6","7.1","3","15.1","6.9","9.2","1.3","8.2","30.4","8.3"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Both sexes","Earned doctorate","630","235","85","35","20","50","130","0","65","15","0","100","37.3","13.5","5.6","3.2","7.9","20.6","0","10.3","2.4","0"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Male","College, CEGEP or other non-university certificate or diploma","8905","95","1850","1030","855","270","95","25","220","10","4445","100","1.1","20.8","11.6","9.6","3","1.1","0.3","2.5","0.1","49.9"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Male","University certificate, diploma or degree at bachelor level or above","5900","780","1005","305","1080","545","655","100","525","500","405","100","13.2","17","5.2","18.3","9.2","11.1","1.7","8.9","8.5","6.9"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Male","Bachelor's degree","3770","435","725","225","750","390","485","60","215","245","240","100","11.5","19.2","6","19.9","10.3","12.9","1.6","5.7","6.5","6.4"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Male","Master's degree","1265","200","185","45","230","95","110","10","45","225","115","100","15.8","14.6","3.6","18.2","7.5","8.7","0.8","3.6","17.8","9.1"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Male","Earned doctorate","345","125","70","20","15","30","50","0","20","15","0","100","36.2","20.3","5.8","4.3","8.7","14.5","0","5.8","4.3","0"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Female","College, CEGEP or other non-university certificate or diploma","12360","150","545","890","4985","310","935","315","2835","45","1355","100","1.2","4.4","7.2","40.3","2.5","7.6","2.5","22.9","0.4","11"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Female","University certificate, diploma or degree at bachelor level or above","9095","765","315","150","1255","955","1325","155","1700","1805","675","100","8.4","3.5","1.6","13.8","10.5","14.6","1.7","18.7","19.8","7.4"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Female","Bachelor's degree","5900","465","215","75","875","735","1010","80","1110","870","460","100","7.9","3.6","1.3","14.8","12.5","17.1","1.4","18.8","14.7","7.8"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Female","Master's degree","2275","170","70","60","305","155","215","40","245","845","180","100","7.5","3.1","2.6","13.4","6.8","9.5","1.8","10.8","37.1","7.9"
"10","Newfoundland and Labrador","6.8","00000","35 to 44","Female","Earned doctorate","285","105","15","15","10","20","80","0","45","10","0","100","36.8","5.3","5.3","3.5","7","28.1","0","15.8","3.5","0"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Both sexes","College, CEGEP or other non-university certificate or diploma","24730","350","2245","1475","8095","510","925","220","3850","175","6890","100","1.4","9.1","6","32.7","2.1","3.7","0.9","15.6","0.7","27.9"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Both sexes","University certificate, diploma or degree at bachelor level or above","12410","900","815","400","1840","1310","1465","215","1425","3255","785","100","7.3","6.6","3.2","14.8","10.6","11.8","1.7","11.5","26.2","6.3"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Both sexes","Bachelor's degree","7485","520","600","255","1130","985","1085","145","760","1510","495","100","6.9","8","3.4","15.1","13.2","14.5","1.9","10.2","20.2","6.6"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Both sexes","Master's degree","3570","205","125","60","550","245","285","15","240","1585","260","100","5.7","3.5","1.7","15.4","6.9","8","0.4","6.7","44.4","7.3"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Both sexes","Earned doctorate","440","135","55","65","25","55","45","0","30","25","10","100","30.7","12.5","14.8","5.7","12.5","10.2","0","6.8","5.7","2.3"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Male","College, CEGEP or other non-university certificate or diploma","10075","125","1945","700","1035","225","135","0","445","10","5455","100","1.2","19.3","6.9","10.3","2.2","1.3","0","4.4","0.1","54.1"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Male","University certificate, diploma or degree at bachelor level or above","5250","470","725","265","1000","550","590","95","335","915","305","100","9","13.8","5","19","10.5","11.2","1.8","6.4","17.4","5.8"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Male","Bachelor's degree","3110","260","540","180","585","410","460","70","90","345","175","100","8.4","17.4","5.8","18.8","13.2","14.8","2.3","2.9","11.1","5.6"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Male","Master's degree","1380","95","100","35","330","90","75","10","35","510","105","100","6.9","7.2","2.5","23.9","6.5","5.4","0.7","2.5","37","7.6"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Male","Earned doctorate","290","85","55","50","20","35","35","0","10","0","0","100","29.3","19","17.2","6.9","12.1","12.1","0","3.4","0","0"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Female","College, CEGEP or other non-university certificate or diploma","14655","225","300","775","7060","280","790","220","3410","170","1435","100","1.5","2","5.3","48.2","1.9","5.4","1.5","23.3","1.2","9.8"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Female","University certificate, diploma or degree at bachelor level or above","7160","430","85","135","845","760","880","115","1090","2345","480","100","6","1.2","1.9","11.8","10.6","12.3","1.6","15.2","32.8","6.7"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Female","Bachelor's degree","4370","260","65","80","540","575","625","75","675","1165","320","100","5.9","1.5","1.8","12.4","13.2","14.3","1.7","15.4","26.7","7.3"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Female","Master's degree","2185","105","25","30","225","150","210","10","200","1080","150","100","4.8","1.1","1.4","10.3","6.9","9.6","0.5","9.2","49.4","6.9"
"10","Newfoundland and Labrador","6.8","00000","45 to 54","Female","Earned doctorate","150","50","0","15","10","20","15","0","25","20","0","100","33.3","0","10","6.7","13.3","10","0","16.7","13.3","0"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","20020","365","1605","660","7555","375","430","85","3170","280","5500","100","1.8","8","3.3","37.7","1.9","2.1","0.4","15.8","1.4","27.5"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","9665","775","495","275","1070","880","875","170","1015","3515","585","100","8","5.1","2.8","11.1","9.1","9.1","1.8","10.5","36.4","6.1"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Both sexes","Bachelor's degree","5730","475","335","175","680","575","530","130","445","2075","305","100","8.3","5.8","3.1","11.9","10","9.2","2.3","7.8","36.2","5.3"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Both sexes","Master's degree","2670","145","75","70","290","245","235","15","155","1210","225","100","5.4","2.8","2.6","10.9","9.2","8.8","0.6","5.8","45.3","8.4"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Both sexes","Earned doctorate","465","145","60","30","15","40","95","0","20","50","20","100","31.2","12.9","6.5","3.2","8.6","20.4","0","4.3","10.8","4.3"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Male","College, CEGEP or other non-university certificate or diploma","8170","125","1500","265","1020","150","80","10","310","30","4680","100","1.5","18.4","3.2","12.5","1.8","1","0.1","3.8","0.4","57.3"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Male","University certificate, diploma or degree at bachelor level or above","4800","520","465","205","760","425","400","160","290","1340","245","100","10.8","9.7","4.3","15.8","8.9","8.3","3.3","6","27.9","5.1"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Male","Bachelor's degree","2815","325","305","125","475","275","280","125","35","745","125","100","11.5","10.8","4.4","16.9","9.8","9.9","4.4","1.2","26.5","4.4"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Male","Master's degree","1210","90","70","45","195","115","60","20","10","515","90","100","7.4","5.8","3.7","16.1","9.5","5","1.7","0.8","42.6","7.4"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Male","Earned doctorate","310","100","55","30","10","20","55","0","10","15","15","100","32.3","17.7","9.7","3.2","6.5","17.7","0","3.2","4.8","4.8"
"10","Newfoundland and Labrador","6.8","00000","55 to 64","Female","College, CEGEP or other non-university certificate or diploma","11855","240","105","390","6535","225","350","75","2860","255","815","100","2","0.9","3.3","55.1","1.9","3","0.6","24.1","2.2","6.9"
